make,model,year,price,mileage,body_type,cylinders,transmission,fuel_type,color,location,description
hyundai,genesis,2023,55809.0,267608,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2023 hyundai genesis with Sunroof, Leather seats. Condition: Accident history."
ferrari,458-italia,2014,743318.0,126936,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2014 ferrari 458-italia with Leather seats, Bluetooth, Rear camera, Sunroof. Condition: Dented door."
maserati,ghibli,2020,337827.0,45206,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2020 maserati ghibli with Sunroof, Navigation system, Leather seats, Adaptive cruise control. Condition: Repainted bumper."
land-rover,lr3,2005,23307.0,119875,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2005 land-rover lr3 with Adaptive cruise control, Bluetooth. Condition: No damage."
porsche,cayenne,2009,21022.0,183145,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2009 porsche cayenne with Navigation system, Leather seats. Condition: Engine repaired."
mercedes-benz,g-class,2019,1213552.0,148561,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2019 mercedes-benz g-class with Bluetooth, Rear camera, Sunroof, Adaptive cruise control. Condition: No damage."
jeep,wrangler,2008,192367.0,247898,SUV,6,Automatic Transmission,Gasoline,Grey,Sharjah,"2008 jeep wrangler with Navigation system, Leather seats, Rear camera, Bluetooth. Condition: No damage."
infiniti,qx60,2013,55681.0,53026,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2013 infiniti qx60 with Leather seats, Navigation system. Condition: Engine repaired."
rolls-royce,silver-spur,2021,70004.0,277658,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 rolls-royce silver-spur with Leather seats, Rear camera. Condition: Accident history."
ford,f-series-pickup,2009,100312.0,49633,Pick Up Truck,Unknown,Automatic Transmission,Gasoline,Green, Dubai,"2009 ford f-series-pickup with Bluetooth, Sunroof, Leather seats, Rear camera. Condition: Dented door."
dodge,ram,2007,59262.0,180011,Pick Up Truck,8,Automatic Transmission,Gasoline,Grey, Dubai,"2007 dodge ram with Sunroof, Rear camera. Condition: Engine repaired."
dodge,challenger,2012,109563.0,190282,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai,"2012 dodge challenger with Sunroof, Rear camera. Condition: Minor scratches."
mercedes-benz,e-class,2014,46759.0,242534,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2014 mercedes-benz e-class with Leather seats, Rear camera, Adaptive cruise control, Bluetooth. Condition: Engine repaired."
mercedes-benz,c-class,2008,185477.0,270794,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2008 mercedes-benz c-class with Rear camera, Navigation system. Condition: Repainted bumper."
ferrari,f8-tributo-spider,2013,1671095.0,189822,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2013 ferrari f8-tributo-spider with Sunroof, Rear camera, Navigation system, Adaptive cruise control. Condition: No damage."
bmw,7-series,2022,164093.0,119988,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw 7-series with Leather seats, Rear camera. Condition: Accident history."
toyota,land-cruiser,2015,148390.0,265366,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2015 toyota land-cruiser with Sunroof, Leather seats. Condition: No damage."
chevrolet,corvette,2024,137153.0,121748,Sports Car,8,Automatic Transmission,Gasoline,Gold, Dubai,"2024 chevrolet corvette with Navigation system, Rear camera, Leather seats, Bluetooth. Condition: No damage."
rolls-royce,ghost,2015,3612298.0,87817,Sedan,12,Automatic Transmission,Gasoline,White, Dubai,"2015 rolls-royce ghost with Bluetooth, Navigation system, Sunroof. Condition: Minor scratches."
nissan,patrol,2010,177009.0,258131,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai,"2010 nissan patrol with Adaptive cruise control, Rear camera, Navigation system. Condition: Engine repaired."
jeep,other,2018,388104.0,282320,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2018 jeep other with Rear camera, Bluetooth. Condition: No damage."
ford,f-series-pickup,2015,154661.0,207745,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai,"2015 ford f-series-pickup with Navigation system, Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
mazda,3,2024,36482.0,255989,Sedan,4,Automatic Transmission,Gasoline,Green, Umm Al Qawain,"2024 mazda 3 with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
bmw,4-series,2019,201171.0,46488,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2019 bmw 4-series with Adaptive cruise control, Navigation system. Condition: Engine repaired."
mercedes-benz,c-class,2018,135580.0,184537,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2018 mercedes-benz c-class with Rear camera, Adaptive cruise control, Bluetooth, Navigation system. Condition: No damage."
rolls-royce,phantom,2014,1186163.0,107480,Sedan,12,Automatic Transmission,Gasoline,White, Dubai,"2014 rolls-royce phantom with Navigation system, Adaptive cruise control. Condition: No damage."
maybach,s500,2007,1606785.0,81465,Sedan,12,Automatic Transmission,Gasoline,Black, Sharjah,"2007 maybach s500 with Leather seats, Bluetooth, Adaptive cruise control, Sunroof. Condition: Engine repaired."
honda,civic,2021,35899.0,87564,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2021 honda civic with Leather seats, Rear camera. Condition: Engine repaired."
toyota,land-cruiser,2007,135027.0,223437,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2007 toyota land-cruiser with Bluetooth, Leather seats. Condition: Engine repaired."
gmc,sierra,2024,84146.0,225546,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2024 gmc sierra with Sunroof, Navigation system. Condition: Minor scratches."
chrysler,300m300c,2012,35638.0,289428,Sports Car,6,Automatic Transmission,Gasoline,White, Dubai,"2012 chrysler 300m300c with Navigation system, Rear camera, Adaptive cruise control, Leather seats. Condition: Engine repaired."
jeep,wrangler,2024,115621.0,45956,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 jeep wrangler with Sunroof, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
mclaren,570gt,2005,578932.0,100019,Coupe,8,Automatic Transmission,Gasoline,Purple, Dubai,"2005 mclaren 570gt with Bluetooth, Navigation system, Adaptive cruise control, Sunroof. Condition: Dented door."
toyota,corolla,2010,83597.0,178658,Sedan,4,Automatic Transmission,Hybrid,Blue, Dubai,"2010 toyota corolla with Adaptive cruise control, Rear camera, Sunroof. Condition: Minor scratches."
toyota,rav-4,2008,11763.0,191119,SUV,4,Automatic Transmission,Gasoline,Gold, Sharjah,"2008 toyota rav-4 with Leather seats, Rear camera, Navigation system. Condition: Repainted bumper."
land-rover,lr2,2022,45141.0,52812,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2022 land-rover lr2 with Rear camera, Sunroof, Bluetooth. Condition: Repainted bumper."
mercedes-benz,glb,2022,156054.0,169669,Crossover,4,Automatic Transmission,Gasoline,Silver, Dubai,"2022 mercedes-benz glb with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
toyota,sienna,2024,55083.0,169611,Van,6,Automatic Transmission,Gasoline,Grey, Ajman,"2024 toyota sienna with Sunroof, Navigation system, Leather seats, Bluetooth. Condition: Repainted bumper."
renault,duster,2023,48056.0,30341,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2023 renault duster with Leather seats, Navigation system, Rear camera, Bluetooth. Condition: Minor scratches."
mercedes-benz,sl-class,2022,70624.0,257498,Hard Top Convertible,8,Automatic Transmission,Gasoline,Silver, Dubai,"2022 mercedes-benz sl-class with Adaptive cruise control, Sunroof. Condition: Engine repaired."
mercedes-benz,s-class,2020,428211.0,193352,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 mercedes-benz s-class with Bluetooth, Navigation system, Sunroof, Rear camera. Condition: Minor scratches."
lamborghini,urus,2021,1370795.0,116592,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2021 lamborghini urus with Rear camera, Navigation system, Bluetooth, Leather seats. Condition: Engine repaired."
lexus,lx-series,2014,115121.0,22890,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2014 lexus lx-series with Adaptive cruise control, Bluetooth, Sunroof. Condition: No damage."
mercedes-benz,c-class,2012,41367.0,276717,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2012 mercedes-benz c-class with Rear camera, Adaptive cruise control. Condition: Dented door."
mclaren,other,2023,737604.0,145656,Sports Car,8,Automatic Transmission,Gasoline,Orange, Dubai,"2023 mclaren other with Adaptive cruise control, Leather seats, Sunroof. Condition: Minor scratches."
chrysler,other,2009,188329.0,243607,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2009 chrysler other with Sunroof, Bluetooth, Leather seats, Rear camera. Condition: Dented door."
mercedes-benz,e-class,2022,44546.0,272579,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz e-class with Adaptive cruise control, Leather seats, Rear camera. Condition: Dented door."
cadillac,ctscatera,2020,31746.0,249500,Sedan,6,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2020 cadillac ctscatera with Rear camera, Sunroof, Navigation system, Adaptive cruise control. Condition: No damage."
toyota,rav-4,2010,119582.0,40265,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2010 toyota rav-4 with Bluetooth, Leather seats, Sunroof. Condition: No damage."
bmw,x6,2012,203674.0,39680,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2012 bmw x6 with Navigation system, Bluetooth. Condition: Engine repaired."
audi,q7,2012,85821.0,120983,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2012 audi q7 with Adaptive cruise control, Bluetooth, Rear camera. Condition: Dented door."
bmw,4-series,2020,127935.0,239407,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw 4-series with Bluetooth, Leather seats, Adaptive cruise control. Condition: Accident history."
nissan,patrol,2006,106010.0,78173,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 nissan patrol with Adaptive cruise control, Rear camera. Condition: No damage."
bmw,x5,2016,72146.0,154548,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2016 bmw x5 with Bluetooth, Rear camera. Condition: Accident history."
bmw,7-series,2021,255698.0,188237,Sedan,12,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2021 bmw 7-series with Leather seats, Rear camera, Navigation system. Condition: Engine repaired."
toyota,hilux,2010,44928.0,137098,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2010 toyota hilux with Adaptive cruise control, Leather seats. Condition: Repainted bumper."
bmw,x6,2018,142926.0,62625,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2018 bmw x6 with Adaptive cruise control, Rear camera, Bluetooth. Condition: Minor scratches."
porsche,boxster,2017,268016.0,157595,Soft Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai,"2017 porsche boxster with Navigation system, Bluetooth, Rear camera. Condition: Accident history."
mitsubishi,pajero,2011,73326.0,153638,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2011 mitsubishi pajero with Navigation system, Bluetooth, Leather seats, Sunroof. Condition: Accident history."
nissan,murano,2021,14987.0,39544,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 nissan murano with Navigation system, Sunroof, Rear camera, Leather seats. Condition: Repainted bumper."
bmw,6-series,2006,99011.0,35320,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2006 bmw 6-series with Rear camera, Leather seats, Sunroof. Condition: Dented door."
bmw,4-series,2017,87687.0,239335,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2017 bmw 4-series with Navigation system, Rear camera, Adaptive cruise control, Bluetooth. Condition: Accident history."
toyota,prado,2019,66225.0,150105,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 toyota prado with Rear camera, Navigation system, Adaptive cruise control, Sunroof. Condition: Minor scratches."
ford,f-series-pickup,2008,298131.0,237206,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2008 ford f-series-pickup with Sunroof, Navigation system. Condition: Dented door."
mercedes-benz,gle-coupe,2012,481666.0,73703,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2012 mercedes-benz gle-coupe with Adaptive cruise control, Navigation system, Bluetooth, Sunroof. Condition: Repainted bumper."
mercedes-benz,s-class,2018,484717.0,291240,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 mercedes-benz s-class with Bluetooth, Leather seats, Navigation system, Rear camera. Condition: Engine repaired."
toyota,camry,2011,22483.0,118485,Sedan,6,Automatic Transmission,Gasoline,Silver, Ajman,"2011 toyota camry with Rear camera, Adaptive cruise control. Condition: No damage."
ferrari,f430,2011,436667.0,240988,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai,"2011 ferrari f430 with Rear camera, Adaptive cruise control. Condition: Engine repaired."
nissan,van,2005,43997.0,237030,Van,6,Manual Transmission,Gasoline,White, Sharjah,"2005 nissan van with Rear camera, Sunroof, Bluetooth, Navigation system. Condition: Dented door."
toyota,rav-4,2023,53518.0,235022,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 toyota rav-4 with Adaptive cruise control, Leather seats, Navigation system. Condition: Minor scratches."
jeep,wrangler-unlimited,2005,111191.0,141323,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 jeep wrangler-unlimited with Navigation system, Sunroof, Bluetooth, Rear camera. Condition: Dented door."
mitsubishi,pajero,2013,41887.0,66688,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2013 mitsubishi pajero with Sunroof, Leather seats, Navigation system. Condition: Engine repaired."
volkswagen,gti,2010,113595.0,245703,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2010 volkswagen gti with Rear camera, Leather seats. Condition: Accident history."
dodge,challenger,2006,98551.0,198176,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 dodge challenger with Navigation system, Adaptive cruise control. Condition: Accident history."
lexus,gx-series,2020,110435.0,98775,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 lexus gx-series with Adaptive cruise control, Bluetooth, Navigation system, Leather seats. Condition: Dented door."
mercedes-maybach,s-class,2013,1357060.0,216526,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai,"2013 mercedes-maybach s-class with Navigation system, Rear camera, Sunroof, Adaptive cruise control. Condition: No damage."
honda,civic,2011,48629.0,261262,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2011 honda civic with Bluetooth, Sunroof, Leather seats. Condition: Repainted bumper."
tesla,model-3,2016,248477.0,275023,Sedan,Unknown,Automatic Transmission,Gasoline,White, Dubai,"2016 tesla model-3 with Sunroof, Navigation system. Condition: Repainted bumper."
mercedes-benz,cls-class,2012,27295.0,190446,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2012 mercedes-benz cls-class with Bluetooth, Rear camera, Navigation system. Condition: No damage."
mercedes-benz,e-class,2020,80733.0,293677,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 mercedes-benz e-class with Rear camera, Navigation system. Condition: Dented door."
bentley,continental-gt,2024,809382.0,73333,Sedan,12,Automatic Transmission,Gasoline,Green, Dubai,"2024 bentley continental-gt with Adaptive cruise control, Leather seats. Condition: Minor scratches."
mercedes-benz,s-class,2015,122911.0,184244,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2015 mercedes-benz s-class with Adaptive cruise control, Bluetooth, Rear camera, Navigation system. Condition: Engine repaired."
mercedes-benz,g-class,2017,1596983.0,244484,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 mercedes-benz g-class with Rear camera, Sunroof. Condition: Accident history."
mercedes-benz,s-class,2022,322530.0,289056,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 mercedes-benz s-class with Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
toyota,hiace,2007,83532.0,153178,Other,4,Manual Transmission,Gasoline,White, Sharjah,"2007 toyota hiace with Adaptive cruise control, Leather seats, Navigation system, Sunroof. Condition: Accident history."
bmw,5-series,2008,22611.0,39776,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2008 bmw 5-series with Adaptive cruise control, Navigation system. Condition: Repainted bumper."
bmw,m2,2015,142318.0,169933,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2015 bmw m2 with Navigation system, Bluetooth, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
lexus,ls-series,2008,329249.0,165726,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2008 lexus ls-series with Sunroof, Navigation system, Bluetooth. Condition: Dented door."
